text,category
I bought Escape room $466.06 last week,Entertainment
Tuition payment Kristinfurt,Education
lunch at work 03/18,Food
Bought McDonalds for $169.33 this week,Food
$328.31 for Heating bill,Utilities
Lab tests,Healthcare
purchased Pharmacy prescription for $387.21,Healthcare
Spent $238.65 on Mortgage,Housing
$31.70 for Donation last month,Other
Doctor visit,Healthcare
charged $316.95 to udemy course,Education
disney+ subscription,Subscription
I spent 418.09 on Dental checkup on Monday,Healthcare
Taxi $63.34,Transport
Charged $101.11 to Electronics store,Shopping
escape room,Entertainment
I spent 439.31 on Restaurant dinner last month,Food
i paid $336.44 at pharmacy yesterday,Other
purchased Maintenance for $461.86 this week,Housing
electric bill cost $484.99 last month,Utilities
Bought Gym membership for $39.74,Subscription
water bill txn-39332226,Utilities
Lab tests,Healthcare
dining at olive garden north martinberg,Food
Pet food cost me 94.15,Other
Cell phone bill,Utilities
Doctor copay 02/13,Other
Bowling TXN-09677081,Entertainment
comedy show 04/13 BLjuJK,Entertainment
charged $11.30 to textbook purchase last week,Education
Home insurance 01/26,Housing
purchased textbook purchase for $287.73 DmDxzr,Education
Charged $320.73 to Lunch at work,Food
trash collection cost me 464.62,Utilities
Hulu subscription cost $494.29,Subscription
Spent $177.60 on Department store last month KdHKab,Shopping
I spent 25.50 on Dry cleaning,Other
Paid 272.49 for Amazon purchase,Shopping
I paid $490.92 at Dining at Olive Garden,Food
gas bill cost $307.35 today,Utilities
Property tax,Housing
purchased Museum tickets for $244.00 this week,Entertainment
Charged $23.09 to Gas bill,Utilities
$214.26 for Dry cleaning yesterday,Other
Maintenance 02/14,Housing
Bowling 03/31,Entertainment
museum tickets 02/12,Entertainment
spent $463.91 on escape room,Entertainment
Lunch at work,Food
home decor,Shopping
Home decor Tonyabury,Shopping
Phone bill AT&T 04/02,Utilities
hoa fees cost $11.41,Housing
Paid 108.48 for KFC,Food
i spent 351.94 on udemy course,Education
Arcade games TXN-95869810,Entertainment
Eye exam,Healthcare
spent 99.93 on restaurant dinner,Food
Spent $336.82 on Amazon Prime,Subscription
$95.50 for Online course,Education
walmart groceries cost $294.94,Food
i paid $167.58 at pizza delivery,Food
I paid $466.59 at Subway pass,Transport
paid $78.90 for kfc,Food
dining at olive garden 03/30,Food
vitamins and supplements,Healthcare
Bus ticket,Transport
I paid $432.87 at Spotify premium,Subscription
Audible membership 03/24,Subscription
Oil change Loriview,Transport
I spent 232.60 on Lunch at work on Monday ZPuJHF,Food
Furniture store Williamton,Shopping
$122.70 for gift,Other
parking ticket 04/05,Transport
I spent $401.23 on Target groceries,Food
Phone bill AT&T Sabrinashire,Utilities
purchased Subway pass for $15.29,Transport
I spent $401.32 on Rent payment,Housing
Spent $263.87 on Vitamins and supplements gNwWWX,Healthcare
I spent $81.21 on Car repair,Transport
I spent $416.68 on Google One storage yesterday,Subscription
had to pay $431.25 for Cell phone bill,Utilities
Spent $465.88 on Tutoring session,Education
Adobe Creative Cloud TXN-53777591 hJSMrt,Subscription
gym membership 03/23,Subscription
bought donation for $259.86,Other
Doctor visit,Healthcare
Charged $165.42 to KFC,Food
karaoke night cost $48.17,Entertainment
had to pay $417.23 for theme park on 03/21 UpezHp,Entertainment
comedy show,Entertainment
$243.21 for walmart groceries,Food
had to pay $7.19 for Property tax,Housing
tutoring session $286.32 this week,Education
I spent 225.40 on Dry cleaning,Other
paid 111.61 for playstation plus,Subscription
Concert tickets cost $340.75 GQhruK,Entertainment
I bought Electric bill $287.30,Utilities
Physical therapy Gutierrezstad,Healthcare
Phone bill AT&T 03/07,Utilities
urgent care visit txn-00137973,Healthcare
Spent 190.75 on Movie theater,Entertainment
Cell phone bill cost $124.33,Utilities
haircut txn-97425045,Other
Furniture store South Kristinfort,Shopping
Zoo visit cost me 201.20,Entertainment
Gym membership,Subscription
I spent $29.49 on Uber trip,Transport
I bought School supplies $431.13,Education
purchased Coffee shop for $58.47,Food
Charged $326.92 to Workshop fee this morning,Education
Paid 266.69 for Gas bill,Utilities
I spent 285.15 on Textbook purchase,Education
Paid $408.48 for Haircut,Other
spent 465.82 on lyft ride,Transport
purchased Bus ticket for $164.12,Transport
rent payment cost $376.27,Housing
i spent $58.71 on phone bill at&t,Utilities
paid $5.37 for starbucks,Food
costco groceries $93.29 last month,Food
I spent 481.50 on Parking ticket,Transport
pharmacy east bryanport,Other
Udemy course,Education
Doctor copay 03/13,Other
Spent 304.55 on School supplies on 02/25,Education
Car repair Michaelfurt,Transport
Online shopping order 03/20,Shopping
Urgent care visit,Healthcare
Apartment rent cost me 185.05 this week,Housing
purchased zoo visit for $480.62,Entertainment
Bought YouTube Premium for $137.45 on Monday,Subscription
Bought Oil change for $101.01,Transport
Internet service $173.90 on 03/27,Utilities
Gas station,Transport
Charged $23.96 to Dining at Olive Garden last week,Food
Home decor 03/30,Shopping
McDonalds,Food
Furniture store cost me 362.71,Shopping
$178.08 for Cell phone bill,Utilities
udemy course 03/21,Education
Haircut TXN-97733300,Other
gas station 01/13,Transport
Paid $89.48 for Rent payment yesterday,Housing
had to pay $433.52 for Bowling,Entertainment
spent 306.46 on taxi last month,Transport
Taxi 02/26,Transport
i spent $126.40 on uber trip,Transport
oil change $339.65,Transport
I spent $130.37 on Pizza delivery on Monday,Food
dry cleaning txn-76249990,Other
internet service cost me 73.64,Utilities
Paid 430.08 for Clothing store last month,Shopping
Furniture store,Shopping
I bought Lunch at work $311.89,Food
Internet service cost $109.03 on Monday,Utilities
pharmacy prescription,Healthcare
purchased doctor copay for $469.55,Other
Apartment rent $242.84,Housing
had to pay $314.95 for Dining at Olive Garden,Food
icloud storage $41.79,Subscription
netflix subscription txn-90239106,Subscription
Lyft ride 03/07,Transport
Apartment rent 03/07,Housing
paid $147.08 for lyft ride,Transport
amazon purchase,Shopping
i spent 162.40 on microsoft 365,Subscription
Maintenance TXN-85284418,Housing
property tax north sandrafort,Housing
Amazon purchase Alyssaport,Shopping
hoa fees 02/26,Housing
Tutoring session Brettfurt,Education
Disney+ subscription $242.67,Subscription
Theme park cost me 397.01,Entertainment
Gym membership TXN-47572881,Subscription
Spent 416.49 on Therapy session this week,Healthcare
I paid $65.67 at Rent payment yesterday,Housing
kfc cost $217.97,Food
Bought HOA fees for $56.36,Housing
Bus ticket,Transport
Paid $98.51 for Therapy session,Healthcare
Spent $231.63 on Internet service on 02/27,Utilities
bought urgent care visit for $132.67,Healthcare
Donation TXN-43190256,Other
Vitamins and supplements cost me 102.82,Healthcare
i spent $166.64 on phone bill at&t last week,Utilities
KFC Christieton,Food
I paid $226.52 at Heating bill,Utilities
$100.73 for Museum tickets today,Entertainment
School supplies Stephenview,Education
book purchase 02/26,Other
spent $83.43 on online shopping order,Shopping
Doctor copay 01/01,Other
I paid $30.11 at Uber trip,Transport
paid 287.33 for house payment,Housing
I spent 236.77 on Phone bill AT&T,Utilities
Charged $11.26 to Escape room,Entertainment
gas bill 04/02,Utilities
Disney+ subscription $340.18,Subscription
I spent 431.90 on Electric bill,Utilities
Spent $218.66 on Costco groceries,Food
Charged $465.82 to Tutoring session uyfoEa,Education
Heating bill TXN-87614817,Utilities
Maintenance 01/23,Housing
House payment Sanchezville,Housing
Pharmacy cost $293.47,Other
bought school supplies for $454.33,Education
had to pay $265.48 for udemy course,Education
Movie theater 01/24,Entertainment
Car repair 04/04,Transport
Bus ticket Morrisonshire,Transport
Paid $261.23 for Google One storage,Subscription
KFC TXN-20216962,Food
Doctor visit,Healthcare
restaurant dinner,Food
apartment rent 02/27,Housing
Pharmacy Garrettfurt,Other
purchased Shoes purchase for $415.88,Shopping
I paid $11.44 at Pharmacy prescription,Healthcare
I paid $422.78 at Heating bill yesterday,Utilities
Concert tickets 02/21,Entertainment
Vitamins and supplements Christinachester,Healthcare
Certification exam TXN-28178330,Education
Charged $177.90 to Book purchase,Other
Therapy session,Healthcare
Coffee shop TXN-17874533,Food
had to pay $435.02 for Theme park,Entertainment
Comedy show,Entertainment
PlayStation Plus TXN-26667577,Subscription
pharmacy 02/17,Other
Paid 73.73 for House payment,Housing
Car repair TXN-70378511,Transport
i spent $65.90 on physical therapy,Healthcare
charged $111.56 to internet service this morning,Utilities
Gym membership cost me 231.07,Subscription
Paid 27.17 for Costco groceries,Food
spent $206.63 on department store today,Shopping
Gift $227.65,Other
Car repair cost me 475.67 yesterday,Transport
Department store TXN-48652834,Shopping
subway pass txn-81893522,Transport
Comedy show TXN-79158787,Entertainment
Museum tickets TXN-84158390,Entertainment
house payment 03/22,Housing
Tuition payment Andersontown,Education
I bought Trash collection $450.43,Utilities
spent 87.01 on gas station yesterday,Transport
I bought Textbook purchase $462.32,Education
Paid $169.29 for Oil change last week,Transport
Subway sandwich cost $318.63 on 02/05,Food
Spent 380.77 on Workshop fee,Education
Property tax,Housing
Comedy show cost me 283.61,Entertainment
Maintenance,Housing
purchased Trash collection for $230.66 last week,Utilities
Haircut TXN-36848652,Other
I spent $385.31 on Adobe Creative Cloud,Subscription
House payment cost me 44.21 on Monday,Housing
Microsoft 365 $23.31 last month,Subscription
spent 489.14 on pizza delivery,Food
Clothing store Freemanborough,Shopping
i spent $25.12 on electric bill yesterday,Utilities
internet service txn-28201762,Utilities
Physical therapy TXN-29121625,Healthcare
Concert tickets TXN-13841669,Entertainment
Spent 8.12 on Clothing store,Shopping
arcade games lake joan,Entertainment
Gas bill South Kara,Utilities
Online shopping order TXN-35552796,Shopping
I spent $332.30 on Udemy course,Education
charged $294.07 to microsoft 365,Subscription
Tutoring session Ryanland,Education
Furniture store Joeshire,Shopping
Charged $175.29 to Bus ticket,Transport
I spent $244.49 on Doctor copay,Other
Dental checkup TXN-69783739,Healthcare
Paid $287.59 for Department store,Shopping
Charged $105.33 to Dental checkup,Healthcare
i spent $444.86 on jewelry purchase,Shopping
McDonalds,Food
Property tax,Housing
Urgent care visit cost me 363.58,Healthcare
Property tax $216.51,Housing
Therapy session Rowlandbury,Healthcare
I paid $477.88 at YouTube Premium,Subscription
I bought Internet service $344.22,Utilities
Taxi,Transport
I spent 395.38 on Furniture store,Shopping
I bought Coffee shop $50.13 today,Food
Paid $155.40 for Subway pass,Transport
I paid $408.58 at HOA fees last month,Housing
i spent $434.44 on bus ticket this morning,Transport
Museum tickets $139.59,Entertainment
Lab tests cost me 128.43 last month,Healthcare
Spent 275.67 on Coffee shop,Food
Lyft ride cost me 498.25 on Monday,Transport
phone bill at&t,Utilities
workshop fee lake joshuabury,Education
I spent 106.17 on Uber trip,Transport
Water bill,Utilities
doctor visit,Healthcare
i spent 290.55 on gas station,Transport
$94.32 for Audible membership last month,Subscription
had to pay $36.26 for subway pass last month,Transport
had to pay $408.29 for Health insurance premium,Healthcare
Apartment rent West Stacy,Housing
Therapy session South Vanessa,Healthcare
$391.96 for Electronics store,Shopping
Subway sandwich TXN-03976661,Food
Paid 17.00 for Tuition payment,Education
Workshop fee cost me 324.18,Education
Karaoke night TXN-29673728,Entertainment
Bought Comedy show for $461.09,Entertainment
Costco groceries 01/25,Food
electronics store 01/28,Shopping
Cell phone bill cost $119.45,Utilities
Maintenance,Housing
Tutoring session,Education
I spent $485.98 on Tutoring session yesterday,Education
Charged $148.75 to Gift last week,Other
I spent $124.20 on Urgent care visit on 01/24,Healthcare
i spent 428.02 on donation,Other
I spent $370.34 on Rent payment,Housing
$8.12 for Water bill,Utilities
paid 171.49 for costco groceries on 04/06,Food
language learning app cost me 213.16,Education
paid 70.07 for phone bill at&t,Utilities
Theme park TXN-01651409,Entertainment
Apple Music,Subscription
I bought Gym membership $374.82,Subscription
target groceries,Food
textbook purchase west samanthamouth,Education
Electric bill TXN-59320920,Utilities
$440.35 for Pet food on 03/29,Other
spent 494.52 on parking ticket,Transport
bought phone bill at&t for $144.44,Utilities
Google One storage 01/21,Subscription
iCloud storage cost me 328.79,Subscription
Rent payment 03/29,Housing
Certification exam 03/17,Education
Bought Concert tickets for $377.42,Entertainment
Amazon purchase Pattersonmouth,Shopping
Water bill $264.36 yesterday,Utilities
Therapy session,Healthcare
HOA fees 03/26,Housing
Theme park TXN-23441064,Entertainment
Museum tickets $409.93,Entertainment
had to pay $64.13 for Taxi,Transport
Spent 199.43 on Electronics store,Shopping
Spent 235.00 on Costco groceries,Food
i spent 270.95 on mortgage,Housing
i paid $428.74 at cell phone bill mpDqKk,Utilities
Lab tests TXN-11470601,Healthcare
phone bill at&t $128.61,Utilities
Paid $24.89 for Clothing store,Shopping
Karaoke night 02/06,Entertainment
Kitchen supplies TXN-40439266,Shopping
certification exam cost $156.20 on 03/11,Education
gas station 04/14,Transport
HOA fees cost $349.74 last month,Housing
Paid $260.13 for Museum tickets DfRast,Entertainment
Escape room,Entertainment
Therapy session $451.37 this week,Healthcare
gas bill txn-64883199,Utilities
i paid $142.77 at comedy show,Entertainment
heating bill,Utilities
i bought home insurance $194.11 last week,Housing
Tuition payment 01/07,Education
bought microsoft 365 for $380.43 last month,Subscription
Bought HOA fees for $454.29,Housing
$325.62 for water bill,Utilities
Hulu subscription Port Jasonhaven,Subscription
phone bill at&t 03/04,Utilities
zoo visit,Entertainment
Pizza delivery cost $136.26,Food
Parking ticket,Transport
Water bill TXN-81955923,Utilities
i spent 267.49 on subway pass,Transport
workshop fee $498.26,Education
Workshop fee TXN-30681477,Education
movie theater 02/28,Entertainment
$233.50 for subway pass,Transport
netflix subscription txn-30591721,Subscription
Spent $16.55 on Internet service yesterday,Utilities
Uber trip 04/18,Transport
Udemy course TXN-77048455,Education
Bought Textbook purchase for $71.78,Education
$299.45 for Target groceries last week,Food
jewelry purchase cost $246.57,Shopping
certification exam cost $307.60,Education
I spent 151.97 on Walmart groceries,Food
Paid $320.18 for Oil change last month,Transport
paid 430.63 for car insurance this morning,Transport
had to pay $145.10 for Water bill,Utilities
$193.44 for Museum tickets on Monday,Entertainment
Gift,Other
apartment rent txn-02502021,Housing
Paid $8.83 for Walmart groceries,Food
Pizza delivery,Food
I paid $180.67 at Lyft ride,Transport
PlayStation Plus $227.35 today,Subscription
Trash collection,Utilities
Paid $284.96 for Microsoft 365 last week,Subscription
apartment rent txn-14046902,Housing
Bought Apartment rent for $176.91,Housing
purchased Tuition payment for $73.73,Education
Spent 40.22 on Dining at Olive Garden,Food
i paid $452.45 at language learning app yesterday,Education
Department store,Shopping
Hulu subscription cost me 17.91 this morning,Subscription
i spent 272.40 on internet service,Utilities
Walmart groceries $186.68,Food
spotify premium duffyborough exuUbn,Subscription
dry cleaning cost me 366.43,Other
Pharmacy Stephaniefurt,Other
I spent 388.62 on Gym membership last week,Subscription
I bought Cell phone bill $250.19,Utilities
Doctor visit Reidstad,Healthcare
had to pay $212.46 for icloud storage last week,Subscription
Paid 349.64 for Gift,Other
Pizza delivery TXN-82755997,Food
home insurance,Housing
I spent 47.07 on School supplies yesterday,Education
I bought Gift $97.35,Other
Spent $331.30 on Dental checkup last month,Healthcare
$314.93 for Amazon Prime,Subscription
apartment rent,Housing
Paid $288.45 for Home insurance,Housing
had to pay $212.57 for textbook purchase,Education
paid $235.66 for parking ticket,Transport
Spent 113.92 on Rent payment,Housing
mcdonalds,Food
HOA fees TXN-19101866,Housing
Concert tickets,Entertainment
water bill txn-82561512,Utilities
Spent 146.10 on Uber trip,Transport
House payment 04/20,Housing
charged $154.81 to electronics store,Shopping
clothing store cost me 146.45 this morning,Shopping
Online shopping order TXN-74826919,Shopping
HOA fees,Housing
Car insurance Johnport,Transport
kitchen supplies txn-84841780,Shopping
Walmart groceries 04/05,Food
had to pay $382.96 for Eye exam,Healthcare
Bought Cell phone bill for $373.12,Utilities
Apartment rent $372.62 this week,Housing
Pharmacy $53.91,Other
maintenance txn-03885932,Housing
Paid 332.86 for Subway sandwich,Food
Dry cleaning TXN-77396716,Other
Spent $349.06 on Therapy session this week,Healthcare
Spent $402.47 on Coursera subscription,Education
purchased Uber trip for $353.13,Transport
Car repair 02/08,Transport
I paid $125.45 at Therapy session this week,Healthcare
Zoo visit Lake Kellishire,Entertainment
Heating bill Lake Moniquefurt,Utilities
urgent care visit $10.71 last month,Healthcare
costco groceries 02/20,Food
tutoring session,Education
purchased Certification exam for $141.49,Education
I spent 446.20 on School supplies last month,Education
had to pay $25.92 for Haircut today,Other
i bought property tax $408.10,Housing
I bought Health insurance premium $262.16,Healthcare
had to pay $26.74 for Doctor copay,Other
$148.64 for Doctor visit this morning,Healthcare
Spent $75.65 on Home insurance this morning,Housing
google one storage olsenbury,Subscription
Bought Urgent care visit for $489.47 this week JotUKC,Healthcare
phone bill at&t port craigland,Utilities
I bought Karaoke night $293.33,Entertainment
I bought Dining at Olive Garden $265.39,Food
Paid $441.79 for Udemy course,Education
purchased vitamins and supplements for $454.96,Healthcare
Bought Amazon purchase for $343.57,Shopping
Concert tickets cost $464.78,Entertainment
dry cleaning txn-20048853,Other
Amazon Prime,Subscription
had to pay $166.77 for Workshop fee on 01/25,Education
Rent payment TXN-94761023,Housing
Pharmacy prescription Sawyerville,Healthcare
spent 137.37 on audible membership,Subscription
I spent 66.19 on Museum tickets,Entertainment
i bought comedy show $453.04 last month,Entertainment
Paid 186.58 for School supplies today,Education
had to pay $457.85 for Water bill yesterday,Utilities
School supplies 03/14,Education
Donation cost $392.77,Other
Phone bill AT&T TXN-74074242,Utilities
mortgage txn-30929036,Housing
Eye exam TXN-96038185,Healthcare
I spent $92.31 on Heating bill on 03/22,Utilities
Adobe Creative Cloud $384.16 last month,Subscription
urgent care visit,Healthcare
Electronics store cost $137.57 this week,Shopping
I paid $123.67 at Furniture store,Shopping
property tax cost $414.49 this week,Housing
Rent payment 01/26,Housing
paid 491.31 for dry cleaning,Other
$397.96 for Oil change today,Transport
i spent 380.21 on home insurance yesterday,Housing
Physical therapy cost me 73.80,Healthcare
subway pass andreaville,Transport
shoes purchase,Shopping
purchased karaoke night for $153.09,Entertainment
Museum tickets TXN-88671994,Entertainment
Paid $111.99 for Kitchen supplies,Shopping
Rent payment,Housing
i paid $42.01 at karaoke night on 02/25,Entertainment
Home decor Destinyview,Shopping
I paid $264.72 at Therapy session today,Healthcare
i paid $401.62 at maintenance,Housing
purchased Rent payment for $423.91,Housing
Costco groceries,Food
Trash collection,Utilities
Tutoring session Annborough iSgFGq,Education
Kitchen supplies 02/21,Shopping
paid $250.11 for internet service on monday,Utilities
Language learning app TXN-46133847,Education
Therapy session TXN-18277517,Healthcare
bowling,Entertainment
$458.09 for Cell phone bill,Utilities
Udemy course TXN-71814735,Education
Electric bill 03/20,Utilities
Therapy session cost me 188.26 on Monday,Healthcare
Haircut cost $64.68,Other
Gift 01/08,Other
Dry cleaning cost $478.85,Other
I bought Online course $323.03,Education
Oil change 02/27,Transport
Health insurance premium North Kristen,Healthcare
i spent 88.79 on electric bill,Utilities
Apartment rent $214.44,Housing
Bought Google One storage for $408.73,Subscription
purchased Jewelry purchase for $470.82,Shopping
Furniture store 03/06,Shopping
spent 104.68 on trash collection,Utilities
Spent 324.70 on Arcade games on Monday,Entertainment
I paid $335.62 at Theme park this morning,Entertainment
Paid 200.88 for Pet food,Other
pharmacy prescription,Healthcare
had to pay $6.18 for Bowling last month,Entertainment
lab tests cost me 45.83,Healthcare
Doctor copay $24.56,Other
purchased Uber trip for $117.86,Transport
Concert tickets TXN-85014718,Entertainment
YouTube Premium $381.72,Subscription
Pizza delivery,Food
had to pay $467.59 for Jewelry purchase,Shopping
Donation Jenniferside,Other
i spent 251.48 on clothing store,Shopping
Charged $399.24 to Kitchen supplies,Shopping
taxi 02/01,Transport
Trash collection Port Josephhaven,Utilities
i spent $55.98 on trash collection,Utilities
Physical therapy TXN-70454888,Healthcare
taxi txn-75608484,Transport
Paid 343.21 for Electronics store,Shopping
Uber trip $256.05 last week,Transport
Parking ticket 02/28,Transport
Dry cleaning TXN-57551869,Other
Coffee shop TXN-63589917,Food
Tuition payment 04/01,Education
Kitchen supplies 04/09,Shopping
I spent $415.47 on Udemy course,Education
had to pay $406.92 for Urgent care visit this week,Healthcare
Parking ticket cost $446.68,Transport
Audible membership,Subscription
i spent 258.16 on vitamins and supplements,Healthcare
hoa fees $72.52,Housing
Spent $412.84 on Pharmacy prescription yesterday,Healthcare
Clothing store,Shopping
Paid $448.35 for Trash collection,Utilities
Gas station TXN-34866573,Transport
Whole Foods 04/03,Food
Paid 353.87 for Department store IybsJa,Shopping
Zoo visit Grantville,Entertainment
eye exam cost me 324.72,Healthcare
Department store cost $124.85,Shopping
electronics store,Shopping
I bought Netflix subscription $318.83,Subscription
Doctor visit $171.87,Healthcare
KFC 03/14 JMAQOq,Food
spent 24.53 on department store,Shopping
Water bill LwQCUf,Utilities
purchased language learning app for $9.30 on 04/06,Education
Electric bill Port Maureen,Utilities
Target groceries Robertshire,Food
$271.88 for Health insurance premium,Healthcare
Charged $302.89 to Rent payment,Housing
Charged $75.67 to Certification exam last month,Education
Costco groceries TXN-02954677,Food
purchased heating bill for $266.43,Utilities
Museum tickets cost $444.91 this week,Entertainment
tutoring session west ericville,Education
Spent $324.12 on Therapy session,Healthcare
Spent 123.64 on Arcade games,Entertainment
Google One storage,Subscription
paid $244.30 for school supplies,Education
Home insurance 02/09 idCizR,Housing
Electronics store Feliciastad,Shopping
Cell phone bill 02/26,Utilities
Paid $11.57 for Bowling,Entertainment
Bought Restaurant dinner for $136.01,Food
YouTube Premium TXN-87050578,Subscription
$178.90 for Bowling,Entertainment
Taxi TXN-75296896,Transport
I spent 320.91 on Electronics store on 02/12,Shopping
i spent $363.81 on water bill,Utilities
i paid $69.13 at donation,Other
i spent $47.08 on clothing store,Shopping
Jewelry purchase 04/03,Shopping
Charged $306.13 to Lyft ride,Transport
Cell phone bill,Utilities
Bought Uber trip for $365.95,Transport
Maintenance $425.17,Housing
Netflix subscription TXN-41742938,Subscription
Pharmacy TXN-58261583,Other
Urgent care visit Port Susan,Healthcare
coffee shop cost me 294.16 on 04/17,Food
had to pay $306.85 for Movie theater this week,Entertainment
bought hoa fees for $216.63,Housing
Home insurance 02/23,Housing
Property tax,Housing
Donation North Loriland,Other
had to pay $203.53 for Car repair yesterday,Transport
$371.77 for Kitchen supplies,Shopping
i spent 497.31 on lyft ride,Transport
uber trip rossborough,Transport
property tax cost $354.56,Housing
Car insurance,Transport
purchased Maintenance for $247.01,Housing
Spent $269.16 on PlayStation Plus,Subscription
car repair 03/31,Transport
Udemy course,Education
escape room 02/20,Entertainment
Gas station,Transport
charged $358.42 to hoa fees,Housing
Home insurance,Housing
i paid $218.47 at gift,Other
oil change 01/07,Transport
Whole Foods 03/26,Food
Bus ticket 03/03,Transport
Museum tickets,Entertainment
Charged $123.62 to Lyft ride on 03/17,Transport
Concert tickets,Entertainment
Spent 420.49 on Gift,Other
Doctor copay,Other
had to pay $36.87 for Target groceries last week,Food
I paid $109.96 at Gas station,Transport
Heating bill TXN-99279295,Utilities
spent 305.40 on gas station,Transport
paid $124.99 for museum tickets,Entertainment
car repair,Transport
i bought subway pass $366.27,Transport
Pharmacy prescription,Healthcare
I spent 445.35 on Home decor,Shopping
Paid 432.54 for Pharmacy kQXinE,Other
Eye exam,Healthcare
Charged $259.94 to Home decor,Shopping
Pizza delivery TXN-57659183,Food
Health insurance premium TXN-07684661,Healthcare
charged $286.95 to disney+ subscription,Subscription
Whole Foods cost me 359.37,Food
spent 197.93 on apple music,Subscription
Target groceries 01/13,Food
paid 374.67 for theme park,Entertainment
I spent $335.53 on Gift,Other
Charged $58.37 to Oil change today,Transport
I bought Target groceries $362.79 on Monday,Food
I spent 220.99 on Udemy course,Education
McDonalds,Food
$26.78 for gas bill,Utilities
therapy session,Healthcare
purchased Microsoft 365 for $261.47,Subscription
spent 247.61 on home insurance,Housing
pet food,Other
tuition payment txn-53765314,Education
Paid 13.38 for Oil change,Transport
had to pay $147.93 for Home insurance,Housing
charged $176.24 to online shopping order,Shopping
$383.61 for Furniture store yesterday,Shopping
had to pay $54.72 for Gift,Other
Dry cleaning,Other
$447.13 for book purchase this morning,Other
Maintenance TXN-56275292,Housing
Doctor copay cost $388.28,Other
Urgent care visit,Healthcare
Phone bill AT&T TXN-59325765,Utilities
Water bill $471.89 YJwQHO,Utilities
I bought Lyft ride $69.62,Transport
paid $330.78 for pizza delivery,Food
Paid 460.50 for Property tax,Housing
had to pay $461.84 for online shopping order this week,Shopping
Electric bill cost me 273.29,Utilities
Coffee shop 04/21,Food
Whole Foods cost $15.96 on Monday,Food
had to pay $74.56 for Microsoft 365,Subscription
I spent $274.12 on Concert tickets,Entertainment
Gift East Brian,Other
spent 103.33 on doctor copay this morning,Other
gift 03/03,Other
purchased Tuition payment for $159.81,Education
Haircut,Other
had to pay $384.45 for Target groceries,Food
Taxi,Transport
Doctor visit 03/30,Healthcare
Online course 04/15,Education
Haircut 02/28,Other
I paid $127.60 at School supplies,Education
apartment rent 04/07,Housing
I spent 457.39 on House payment,Housing
book purchase cost me 480.21,Other
had to pay $18.14 for Eye exam on Monday,Healthcare
electric bill 01/11,Utilities
I spent 480.53 on Netflix subscription,Subscription
House payment TXN-37189013,Housing
Bought Property tax for $322.81,Housing
School supplies 02/03,Education
$497.86 for Hulu subscription today,Subscription
Charged $497.30 to Escape room last month,Entertainment
purchased Parking ticket for $156.54 this morning,Transport
parking ticket west amanda,Transport
purchased lab tests for $171.62,Healthcare
Textbook purchase 04/02,Education
Trash collection cost me 170.15 last week,Utilities
i bought hoa fees $111.94,Housing
oil change,Transport
purchased Online shopping order for $469.50,Shopping
Mortgage 02/10,Housing
Bowling,Entertainment
Doctor visit New Sherriton,Healthcare
Spent $318.89 on Maintenance this week,Housing
Bought Gas bill for $465.62 last month,Utilities
I paid $490.93 at Car insurance,Transport
I spent 427.73 on Museum tickets,Entertainment
Udemy course Lake Russellside,Education
escape room txn-10863459,Entertainment
I spent 182.18 on Lunch at work,Food
I bought HOA fees $390.17,Housing
therapy session $65.49,Healthcare
Udemy course 03/03,Education
Paid $338.88 for Therapy session this morning,Healthcare
Spent $21.37 on Pharmacy this week,Other
gift,Other
Trash collection,Utilities
I bought Donation $141.90,Other
Bought Arcade games for $64.15 yesterday CqpnwS,Entertainment
Lunch at work TXN-31008921,Food
i paid $29.18 at audible membership,Subscription
Udemy course 02/20,Education
eye exam txn-64002583,Healthcare
Jewelry purchase TXN-50378944,Shopping
pizza delivery cost me 406.39 AIEZVf,Food
I spent 247.13 on Online shopping order,Shopping
Pizza delivery 04/06,Food
had to pay $254.85 for Lyft ride,Transport
purchased pizza delivery for $329.08,Food
Home decor Jamesland,Shopping
purchased Mortgage for $295.42,Housing
book purchase,Other
Furniture store 01/22,Shopping
Gift $354.03,Other
Concert tickets,Entertainment
Walmart groceries $480.51,Food
Paid 225.08 for Haircut,Other
Paid $163.04 for Museum tickets,Entertainment
Pet food 03/30,Other
Furniture store,Shopping
Paid $387.70 for Audible membership,Subscription
purchased Mortgage for $12.90,Housing
Trash collection TXN-90972522,Utilities
$202.25 for Tuition payment,Education
Walmart groceries Mcmahonmouth,Food
Paid 38.37 for Internet service,Utilities
Dental checkup cost me 382.09 on Monday,Healthcare
Home decor Kimtown,Shopping
I spent 224.03 on Movie theater,Entertainment
Gift East Calebburgh,Other
Spent $112.61 on Shoes purchase today,Shopping
Health insurance premium,Healthcare
Bought Hulu subscription for $5.43,Subscription
Paid $250.24 for Doctor visit,Healthcare
spent $365.70 on cell phone bill,Utilities
I paid $320.68 at Jewelry purchase,Shopping
I spent $54.83 on Doctor visit yesterday,Healthcare
Bowling $363.19,Entertainment
I paid $487.58 at Dry cleaning,Other
Workshop fee East Jenniferton,Education
Shoes purchase,Shopping
zoo visit cost me 217.17,Entertainment
Paid $409.00 for Spotify premium,Subscription
Phone bill AT&T TXN-72957738,Utilities
i paid $466.23 at kitchen supplies on monday,Shopping
spent 177.30 on coursera subscription,Education
Arcade games,Entertainment
